"p0_heroid","p0_item0","p0_item1","p0_item2","p0_item3","p0_item4","p0_item5","p0_deaths","p0_denies","p0_assists","p0_kills","player_0_l0","player_0_l1","player_0_l2","player_0_l3","player_0_l4","player_0_l5","player_0_l6","player_0_l7","player_0_l8","player_0_l9","player_0_l10","player_0_l11","player_0_l12","player_0_l13","player_0_l14","player_0_l15","player_0_l16","player_0_l17","player_0_l18","player_0_l19","player_0_l20","player_0_l21","player_0_l22","player_0_l23","player_0_l24","p1_heroid","p1_item0","p1_item1","p1_item2","p1_item3","p1_item4","p1_item5","p1_deaths","p1_denies","p1_assists","p1_kills","player_1_l0","player_1_l1","player_1_l2","player_1_l3","player_1_l4","player_1_l5","player_1_l6","player_1_l7","player_1_l8","player_1_l9","player_1_l10","player_1_l11","player_1_l12","player_1_l13","player_1_l14","player_1_l15","player_1_l16","player_1_l17","player_1_l18","player_1_l19","player_1_l20","player_1_l21","player_1_l22","player_1_l23","player_1_l24","p2_heroid","p2_item0","p2_item1","p2_item2","p2_item3","p2_item4","p2_item5","p2_deaths","p2_denies","p2_assists","p2_kills","player_2_l0","player_2_l1","player_2_l2","player_2_l3","player_2_l4","player_2_l5","player_2_l6","player_2_l7","player_2_l8","player_2_l9","player_2_l10","player_2_l11","player_2_l12","player_2_l13","player_2_l14","player_2_l15","player_2_l16","player_2_l17","player_2_l18","player_2_l19","player_2_l20","player_2_l21","player_2_l22","player_2_l23","player_2_l24","p3_heroid","p3_item0","p3_item1","p3_item2","p3_item3","p3_item4","p3_item5","p3_deaths","p3_denies","p3_assists","p3_kills","player_3_l0","player_3_l1","player_3_l2","player_3_l3","player_3_l4","player_3_l5","player_3_l6","player_3_l7","player_3_l8","player_3_l9","player_3_l10","player_3_l11","player_3_l12","player_3_l13","player_3_l14","player_3_l15","player_3_l16","player_3_l17","player_3_l18","player_3_l19","player_3_l20","player_3_l21","player_3_l22","player_3_l23","player_3_l24","p4_heroid","p4_item0","p4_item1","p4_item2","p4_item3","p4_item4","p4_item5","p4_deaths","p4_denies","p4_assists","p4_kills","player_4_l0","player_4_l1","player_4_l2","player_4_l3","player_4_l4","player_4_l5","player_4_l6","player_4_l7","player_4_l8","player_4_l9","player_4_l10","player_4_l11","player_4_l12","player_4_l13","player_4_l14","player_4_l15","player_4_l16","player_4_l17","player_4_l18","player_4_l19","player_4_l20","player_4_l21","player_4_l22","player_4_l23","player_4_l24","p128_heroid","p128_item0","p128_item1","p128_item2","p128_item3","p128_item4","p128_item5","p128_deaths","p128_denies","p128_assists","p128_kills","player_128_l0","player_128_l1","player_128_l2","player_128_l3","player_128_l4","player_128_l5","player_128_l6","player_128_l7","player_128_l8","player_128_l9","player_128_l10","player_128_l11","player_128_l12","player_128_l13","player_128_l14","player_128_l15","player_128_l16","player_128_l17","player_128_l18","player_128_l19","player_128_l20","player_128_l21","player_128_l22","player_128_l23","player_128_l24","p129_heroid","p129_item0","p129_item1","p129_item2","p129_item3","p129_item4","p129_item5","p129_deaths","p129_denies","p129_assists","p129_kills","player_129_l0","player_129_l1","player_129_l2","player_129_l3","player_129_l4","player_129_l5","player_129_l6","player_129_l7","player_129_l8","player_129_l9","player_129_l10","player_129_l11","player_129_l12","player_129_l13","player_129_l14","player_129_l15","player_129_l16","player_129_l17","player_129_l18","player_129_l19","player_129_l20","player_129_l21","player_129_l22","player_129_l23","player_129_l24","p130_heroid","p130_item0","p130_item1","p130_item2","p130_item3","p130_item4","p130_item5","p130_deaths","p130_denies","p130_assists","p130_kills","player_130_l0","player_130_l1","player_130_l2","player_130_l3","player_130_l4","player_130_l5","player_130_l6","player_130_l7","player_130_l8","player_130_l9","player_130_l10","player_130_l11","player_130_l12","player_130_l13","player_130_l14","player_130_l15","player_130_l16","player_130_l17","player_130_l18","player_130_l19","player_130_l20","player_130_l21","player_130_l22","player_130_l23","player_130_l24","p131_heroid","p131_item0","p131_item1","p131_item2","p131_item3","p131_item4","p131_item5","p131_deaths","p131_denies","p131_assists","p131_kills","player_131_l0","player_131_l1","player_131_l2","player_131_l3","player_131_l4","player_131_l5","player_131_l6","player_131_l7","player_131_l8","player_131_l9","player_131_l10","player_131_l11","player_131_l12","player_131_l13","player_131_l14","player_131_l15","player_131_l16","player_131_l17","player_131_l18","player_131_l19","player_131_l20","player_131_l21","player_131_l22","player_131_l23","player_131_l24","p132_heroid","p132_item0","p132_item1","p132_item2","p132_item3","p132_item4","p132_item5","p132_deaths","p132_denies","p132_assists","p132_kills","player_132_l0","player_132_l1","player_132_l2","player_132_l3","player_132_l4","player_132_l5","player_132_l6","player_132_l7","player_132_l8","player_132_l9","player_132_l10","player_132_l11","player_132_l12","player_132_l13","player_132_l14","player_132_l15","player_132_l16","player_132_l17","player_132_l18","player_132_l19","player_132_l20","player_132_l21","player_132_l22","player_132_l23","player_132_l24","class"
82,182,75,63,11,75,0,6,3,0,2,5431,5433,5430,5431,5431,7318,5431,5430,5430,5433,5430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,182,11,0,0,0,6,5,2,1,5115,5114,5115,5116,5116,5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,8,11,2,0,5191,5190,5190,5192,5190,5193,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,218,40,0,0,0,0,10,1,2,1,5651,5653,5652,5652,5652,5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,29,42,40,38,92,0,9,1,2,3,5609,5608,5608,5610,5612,5608,5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,166,63,185,170,75,1,32,2,10,5028,5027,5028,5029,5028,5030,5028,5027,5027,5921,5027,5030,5029,0,0,0,0,0,0,0,0,0,0,0,0,7,0,73,0,1,180,0,0,0,14,5,5023,5024,5023,5025,5025,5026,5025,5024,5025,5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,182,180,11,7,34,7,1,2,10,5,6344,6461,6344,6461,6344,6343,6344,6461,7307,9391,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,29,151,36,73,73,3,15,7,4,5272,5273,5272,5273,5272,5274,7300,5273,5272,5273,5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,50,187,185,36,170,81,2,1,12,14,5286,5287,5286,5285,5286,5288,5286,5285,5287,5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,178,125,168,180,7,0,0,11,13,3,6583,6582,6495,6583,6583,6598,6583,6495,6495,5982,6495,6598,6582,0,0,0,0,0,0,0,0,0,0,0,0,111,36,180,0,81,185,40,0,3,12,7,5637,5639,5639,5638,5639,5640,5639,5638,5637,5987,5640,5637,5638,6008,5637,0,0,0,0,0,0,0,0,0,0,8,174,50,36,166,182,11,5,12,12,9,5028,5027,5028,5027,5028,5030,5028,5027,5029,5921,5029,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,47,75,231,206,14,41,0,1,4,9,3,5219,5220,5219,5220,5219,5221,5219,5220,5220,5218,6565,5221,5218,5218,5218,0,0,0,0,0,0,0,0,0,0,14,206,127,36,0,0,214,2,4,10,6,5076,5075,5076,5074,5076,5077,5076,5074,5074,6245,5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63,75,182,181,22,75,10,5,1,2,5144,5143,5142,5144,5144,5145,5144,5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,75,63,168,11,75,182,4,6,2,1,5190,5191,5190,5192,5190,5193,5190,5191,5191,5902,5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,154,75,50,36,0,75,4,4,1,2,5508,5510,5511,5511,5509,5512,5509,5509,5511,5903,5511,5512,5508,5508,0,0,0,0,0,0,0,0,0,0,0,1,145,63,0,16,75,182,4,12,1,0,5003,5004,7314,5004,5004,5006,5004,5003,5003,5906,5003,5006,7314,7314,6606,7314,0,0,0,0,0,0,0,0,0,94,75,63,75,36,236,170,7,9,4,2,5505,5504,5505,5506,5504,5504,5504,5506,5506,5938,5507,5506,5505,0,0,0,0,0,0,0,0,0,0,0,0,1
61,88,48,240,174,98,187,3,10,5,19,5280,5279,5279,5280,5279,5280,5279,5280,5282,5281,5281,5282,6361,5281,5962,5281,0,0,0,0,0,0,0,0,0,86,0,42,36,1,0,180,1,3,3,2,5448,5450,5450,7320,5450,5452,5450,7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,75,170,166,50,117,1,12,7,4,5028,5027,5028,5029,5028,5030,5028,5029,5029,5921,5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,182,185,50,36,30,81,1,10,8,6,5400,5402,5400,5402,5400,5403,5400,5402,5402,7310,5938,5403,7310,7310,0,0,0,0,0,0,0,0,0,0,0,121,36,180,206,40,77,0,1,8,5,4,8007,8000,8000,8007,8000,6491,8000,8006,8007,6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,244,38,0,214,0,8,3,4,0,5046,5044,5045,5044,5044,5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,16,16,0,216,0,8,2,2,1,5162,5163,5162,5164,5165,5162,5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,65,0,182,11,36,2,6,3,1,5250,5251,5251,5249,5251,5252,5249,5249,5251,5906,5252,5249,5250,0,0,0,0,0,0,0,0,0,0,0,0,74,63,0,77,77,44,0,13,5,1,1,5372,5370,5372,5370,5372,5371,5372,5370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,50,65,182,11,41,44,4,8,2,1,5339,5341,5339,5341,5339,5342,5340,5340,5341,7123,5342,5341,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,63,65,75,14,166,170,1,7,5,2,5048,5050,5051,5051,5051,5049,5051,5048,5050,5938,5050,5049,5050,5048,6013,0,0,0,0,0,0,0,0,0,0,129,81,1,182,0,50,178,5,4,9,3,6583,6582,6495,6583,6583,6598,6583,6495,6495,6495,5982,6598,6582,6582,0,0,0,0,0,0,0,0,0,0,0,75,36,263,77,63,65,77,0,22,7,9,5377,5378,5377,5378,5377,5378,5377,5378,6016,5380,5379,5380,5379,5379,6878,5379,5380,0,0,0,0,0,0,0,0,107,36,92,102,181,244,214,4,0,7,11,5608,5609,5608,5610,5608,5609,5609,5609,5610,5965,5610,5612,5612,5608,0,0,0,0,0,0,0,0,0,0,0,84,180,102,181,65,42,0,3,6,8,6,5439,5438,5438,5439,5438,5441,5438,5439,5440,6007,5440,5441,5439,5440,5968,0,0,0,0,0,0,0,0,0,0,15,185,65,214,100,36,75,7,9,2,8,5083,5084,5084,5083,5084,5085,5084,5083,5083,6405,5082,5085,5082,5082,6028,0,0,0,0,0,0,0,0,0,0,66,0,164,42,29,0,0,6,1,7,3,5328,7306,7306,5330,5328,5328,5328,5331,5330,6372,5330,5330,7306,0,0,0,0,0,0,0,0,0,0,0,0,46,1,41,240,63,75,75,4,13,1,0,5196,5194,5196,5194,5194,5197,5194,5195,5196,6016,5196,5197,0,0,0,0,0,0,0,0,0,0,0,0,0,11,63,28,43,36,75,244,9,3,4,1,5063,5062,5063,5062,5063,5062,5063,5062,5064,5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,102,36,236,75,75,6,15,4,1,5154,5155,5156,5154,5154,5157,5156,5154,5156,5960,5156,5157,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,50,36,137,75,170,244,0,11,8,12,5015,5017,5016,5017,5017,5018,5017,5016,5016,5933,5016,5018,5015,5015,6356,5015,0,0,0,0,0,0,0,0,0,12,36,182,174,63,170,75,1,30,6,2,5065,5068,5065,5066,5065,5067,5065,5066,5066,5906,5066,5067,5068,5068,0,0,0,0,0,0,0,0,0,0,0,53,164,182,36,185,240,81,6,3,14,2,5247,5246,5247,5245,5247,5248,5247,5246,5246,5939,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,242,1,36,0,11,180,3,2,8,5,5102,5104,5103,5104,5104,5105,5102,5102,5102,5959,5104,5105,5103,0,0,0,0,0,0,0,0,0,0,0,0,26,0,36,0,214,0,0,6,3,10,1,5044,5046,5045,5044,5044,5047,5044,5046,5046,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,39,29,65,75,75,7,3,11,1,1,5679,5677,5677,5678,5677,5683,5677,5679,5679,5950,5679,5683,5678,0,0,0,0,0,0,0,0,0,0,0,0,100,0,92,0,50,73,244,9,2,7,5,7322,5566,5565,7322,7322,5568,7322,5565,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,6,1,5,2,6344,7307,6344,6461,6344,6343,6344,6461,6461,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,25,42,0,36,180,0,4,1,9,2,5439,5438,5439,5440,5439,5441,5439,5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50,185,36,11,166,75,3,9,5,6,5028,5027,5028,5029,5028,5030,5028,5027,5029,5921,5027,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,75,147,63,0,75,0,1,49,2,2,5224,5222,5224,5222,5224,5225,5224,5222,5222,6119,5223,5225,5223,0,0,0,0,0,0,0,0,0,0,0,0,1,182,147,63,75,145,75,2,26,3,7,7314,5003,5004,5003,5004,5006,5004,5004,7314,6137,5003,5006,5003,7314,5929,7314,0,0,0,0,0,0,0,0,0,3,214,232,0,57,16,16,1,5,8,4,5014,5011,5011,5012,5011,5013,5011,5012,5012,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,29,0,0,0,0,0,0,9,5,9,5412,7309,5412,5414,5412,7309,5412,7309,7309,5903,5415,5415,5414,5414,6262,0,0,0,0,0,0,0,0,0,0,101,77,77,77,40,259,214,3,0,9,4,5581,5582,5582,5581,5582,5583,5584,5582,5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,41,215,0,0,0,4,2,1,1,5076,5075,5075,5076,5075,5077,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,75,75,172,63,18,0,4,7,2,0,5505,5506,5505,5506,5505,5504,5504,5505,5504,5507,5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,50,1,11,182,0,0,4,3,3,1,5597,5595,5595,5597,5595,5598,5596,5595,5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,218,244,29,36,0,7,0,2,1,5625,5623,5631,5623,5625,5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,36,185,131,50,182,0,7,7,1,3,5286,5285,5286,5287,5286,5288,5286,5287,5285,5288,5918,5285,5285,0,0,0,0,0,0,0,0,0,0,0,0,1
111,43,44,0,92,180,0,8,3,21,2,5637,5639,5638,5639,5639,5640,5639,5637,5637,6540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,77,77,77,77,206,57,1,3,14,15,5581,5582,5582,5581,5582,5581,5582,5581,5583,5925,5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,100,41,104,29,77,77,2,20,17,13,5069,5072,5069,5071,5069,5073,5069,5071,5071,6197,5071,5073,5072,5072,0,0,0,0,0,0,0,0,0,0,0,69,182,50,0,65,137,11,0,17,10,4,5341,5339,5339,5341,5339,5342,5339,5341,5341,7123,5340,5342,5340,5340,0,0,0,0,0,0,0,0,0,0,0,12,185,174,36,63,11,75,1,25,7,6,5066,5065,5068,5068,5068,5067,5068,5066,5066,5906,5066,5067,5065,5065,0,0,0,0,0,0,0,0,0,0,0,39,29,0,0,0,0,0,14,2,4,2,5173,5174,5173,5175,5173,5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,38,178,180,0,0,0,6,1,4,2,5601,5599,5599,5601,5601,5602,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,29,36,181,61,244,92,8,1,5,3,5609,5608,5608,5610,5608,5612,5608,5609,5609,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,136,63,182,0,34,11,7,14,0,2,5086,5088,5086,5088,5087,5086,5089,5088,5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,41,13,48,0,0,9,2,5,1,5150,5151,5152,5152,5152,5153,5152,5151,5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,182,36,50,40,102,267,2,7,10,7,5237,5238,5237,5239,5237,5240,5237,5239,5239,5932,5239,5240,5238,0,0,0,0,0,0,0,0,0,0,0,0,8,50,147,11,185,36,52,0,22,9,11,5028,5027,5028,5029,5028,5030,5029,5028,5027,5918,5027,5030,5027,5029,5906,0,0,0,0,0,0,0,0,0,0,27,214,34,0,188,265,232,5,3,15,5,5078,5080,5078,5080,5078,5081,5079,5078,5080,6017,5080,5081,5079,0,0,0,0,0,0,0,0,0,0,0,0,34,178,1,232,48,41,77,0,6,6,2,5150,5152,5152,5151,5152,5153,5152,5151,5151,5996,5151,5153,5150,5150,6564,5150,0,0,0,0,0,0,0,0,0,129,50,1,168,178,116,81,0,15,5,7,6583,6495,6583,6582,6583,6598,6583,6495,6495,5982,6495,6598,6582,6582,6164,6582,0,0,0,0,0,0,0,0,0,55,125,180,178,34,0,0,9,1,2,2,5256,5255,5257,5256,5256,5257,5256,5257,5257,5968,5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,75,168,63,38,75,0,4,15,2,0,5194,5196,5194,5196,5194,5197,5196,5194,5196,6016,5195,5197,5195,0,0,0,0,0,0,0,0,0,0,0,0,7,73,244,16,0,16,180,7,3,2,1,5023,5024,5025,5023,5025,5026,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,170,75,236,63,75,75,6,9,2,2,5621,5620,5621,5620,5621,5622,5621,5620,5620,5918,5619,5622,5619,5619,0,0,0,0,0,0,0,0,0,0,0,119,214,16,38,16,0,0,6,0,2,2,6342,6341,6342,6339,6341,8340,6342,6342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,121,131,0,36,29,182,2,14,4,16,5526,5524,5526,5525,5526,5527,5526,5524,5524,5524,5987,5527,5525,5525,5979,5525,5527,0,0,0,0,0,0,0,0,99,11,63,242,90,216,36,6,13,18,3,5549,5550,5549,5550,5549,5551,5549,5548,5550,5918,5550,5551,5548,0,0,0,0,0,0,0,0,0,0,0,0,27,254,240,232,214,0,0,4,4,13,5,5080,5078,5078,5080,5078,5081,5078,5079,5079,6017,5080,5081,5080,0,0,0,0,0,0,0,0,0,0,0,0,86,180,44,23,57,1,244,2,2,11,5,5448,5450,5450,7320,5450,5452,5450,7320,7320,6366,7320,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,42,182,1,0,137,63,252,1,33,13,7,5086,5088,5086,5087,5086,5089,5086,5088,5088,5906,5088,5089,5087,5087,6822,5087,0,0,0,0,0,0,0,0,0,14,36,65,63,11,182,54,7,7,5,5,5076,5075,5075,5074,5075,5077,5076,5076,5076,6317,5074,5074,5074,5077,6560,5075,0,0,0,0,0,0,0,0,0,7,38,36,1,244,0,29,3,1,11,0,5023,5024,5025,5025,5025,5026,5025,5023,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,50,92,244,125,0,0,5,6,1,2,5402,5400,5400,5402,5400,5403,7310,5400,5402,5959,5402,5403,0,0,0,0,0,0,0,0,0,0,0,0,0,11,152,36,0,0,20,48,4,11,3,7,5062,5059,5059,5062,5059,5062,5059,5062,5064,5949,5063,5064,5063,5063,6141,0,0,0,0,0,0,0,0,0,0,100,244,218,182,29,0,0,18,0,7,0,5565,7322,5566,5566,5566,5568,5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,34,145,154,182,0,1,13,10,6,5028,5027,5028,5029,5028,5030,5028,5029,5029,5921,5029,5030,5027,5027,5906,5027,0,0,0,0,0,0,0,0,0,69,185,242,50,81,52,216,3,18,14,4,5341,5339,5339,5341,5339,5342,5339,5341,5340,5341,7123,5342,5340,5340,5973,0,0,0,0,0,0,0,0,0,0,52,206,48,73,36,38,185,5,2,9,5,5242,5241,5242,5241,5242,5244,5242,5241,5241,6006,5243,5243,5244,0,0,0,0,0,0,0,0,0,0,0,0,13,36,1,77,100,190,48,1,7,11,10,5069,5071,5072,5071,5071,5073,5069,5069,5069,5071,6197,5072,5072,5072,5073,6055,5073,0,0,0,0,0,0,0,0,5,214,1,92,244,254,34,5,2,13,8,5127,5128,5126,5128,5128,5129,5128,5127,5127,6003,5127,5129,5126,0,0,0,0,0,0,0,0,0,0,0,0,100,26,34,73,0,29,181,14,4,8,1,7322,5566,5565,7322,5565,5568,7322,7322,5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,77,0,38,0,98,63,8,16,5,3,5173,5174,5173,5175,5175,5176,5175,5175,5174,6137,5174,5176,5174,0,0,0,0,0,0,0,0,0,0,0,0,111,29,0,92,36,42,0,7,9,8,5,5637,5639,5639,5638,5639,5640,5639,5637,5637,5987,5637,5640,5638,0,0,0,0,0,0,0,0,0,0,0,0,54,73,50,22,73,137,0,0,12,5,3,5250,5249,5250,5251,5250,5252,5249,5250,5249,5906,5249,5252,5251,5251,0,0,0,0,0,0,0,0,0,0,0,49,21,1,63,73,36,65,4,14,4,3,5226,5228,5228,5226,5227,5229,5226,5228,5226,6160,5227,5229,5227,5228,5939,5227,0,0,0,0,0,0,0,0,0,1
11,75,116,100,170,123,63,8,12,9,3,5062,5060,5061,5062,5060,5062,5059,5062,5949,5064,5063,5064,5063,5063,6141,5063,5064,6070,0,0,0,0,0,0,0,26,1,77,77,214,108,256,6,0,14,6,5044,5046,5044,5046,5044,5047,5044,5045,5046,5968,5046,5047,5045,5045,6600,5045,5047,6174,6678,0,0,0,0,0,0,44,116,50,156,143,168,133,5,10,8,16,5190,5191,5190,5192,5190,5193,5190,5191,5191,5191,5938,5193,5192,5192,6801,5192,5193,7011,6847,0,0,0,0,0,0,102,137,226,229,36,214,0,5,0,21,2,5586,5587,5587,5586,5585,5588,5586,5586,5587,5588,5918,5587,5585,5585,5934,5585,5588,5952,6100,0,0,0,0,0,0,17,63,121,123,121,259,96,7,6,7,6,5098,5100,5098,5100,5100,5101,5100,5099,5098,6160,5098,5101,5099,5099,5976,5099,5101,5907,6908,0,0,0,0,0,0,65,102,1,116,108,214,43,7,1,9,2,5320,5322,5320,5322,5320,5323,5322,5320,5322,5321,5321,5323,5321,5321,5996,6610,5323,5951,6087,0,0,0,0,0,0,86,1,36,108,180,41,0,7,2,11,2,5448,5450,5450,7320,5450,5452,5450,7320,7320,7320,5959,5452,5448,6197,5448,5448,5452,6863,6870,0,0,0,0,0,0,81,139,147,114,63,151,135,7,10,11,8,5428,5427,5428,5427,5428,5429,5428,5427,5427,5921,5426,5429,5426,5426,6145,5426,5429,6133,6618,0,0,0,0,0,0,62,181,204,250,0,36,231,6,2,7,7,5287,5286,5285,5286,5286,5288,5285,5285,5285,5286,5987,5288,5287,5287,6195,5287,5288,6018,7040,0,0,0,0,0,0,74,48,96,60,123,1,108,6,4,11,11,5372,5370,5372,5370,5371,5372,5372,5371,5372,5371,5372,5370,5372,7390,6097,5371,5371,5370,5371,5371,5370,6656,5370,5370,6098,1
44,63,81,36,145,168,75,1,30,6,10,5190,5191,5190,5192,5190,5193,5190,5191,5191,5938,5191,5193,5192,6289,5192,0,0,0,0,0,0,0,0,0,0,27,244,180,232,34,0,38,3,4,13,1,5080,5079,5079,5080,5079,5081,5079,5080,5080,6017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,29,65,88,77,108,77,2,20,3,2,5372,5370,5372,5370,5372,5371,5372,5370,5372,5371,5372,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,111,232,0,180,0,244,0,2,0,5,8,5637,5639,5639,5638,5639,5640,5639,5637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,185,29,88,164,0,0,0,6,1,2,5412,7309,5412,7309,5412,7309,5412,7309,5414,5903,5414,5414,5414,0,0,0,0,0,0,0,0,0,0,0,0,10,36,176,63,26,75,75,4,23,2,2,5055,5052,5055,5053,5055,5053,5055,5053,5057,6029,5053,5057,5052,5052,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,2,2,1,5023,5024,5025,5024,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,216,0,3,0,0,1,5359,5358,5359,5358,5359,5360,5358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,8,0,3,0,5603,5604,5603,5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,36,77,116,65,166,2,22,3,4,5132,5131,5131,5132,5132,5133,5131,5131,5132,6160,5130,5133,5130,5130,5944,5130,0,0,0,0,0,0,0,0,0,1
47,252,162,147,63,75,75,6,9,4,5,5218,5219,5220,5220,5220,5221,5220,5219,5219,5906,5221,5218,5219,5218,5943,5218,5221,6165,0,0,0,0,0,0,0,75,63,263,40,206,77,77,6,4,6,3,5377,5378,5377,5378,5379,5380,5377,5378,5378,5377,5380,6016,5379,5379,6878,5379,5380,5944,0,0,0,0,0,0,0,17,40,98,121,41,63,277,5,2,3,5,5098,5100,5098,5100,5100,5101,5100,5099,5098,5098,6160,5101,5099,5099,6916,5099,5101,5907,6908,0,0,0,0,0,0,12,63,174,36,160,114,75,6,9,5,1,5065,5068,5068,5066,5065,5067,5066,5068,5068,5972,5066,5067,5066,5065,5903,5065,5067,6146,6850,0,0,0,0,0,0,10,176,24,63,24,75,26,7,0,6,0,5055,5053,5055,5053,5055,5057,5055,5052,5053,6062,5053,5057,5052,5052,5907,5052,5057,6927,0,0,0,0,0,0,0,74,1,100,96,65,48,108,0,18,16,9,5372,5370,5372,5370,5372,5370,5372,5371,5371,6811,5372,5371,5372,5372,6097,5370,5371,5371,5371,6656,5371,5370,5370,5370,6098,2,50,1,127,182,114,9,4,1,12,6,5007,5009,5009,5008,5009,5010,5007,5007,5009,6210,5010,5007,5008,5008,6141,5008,5010,6815,6102,0,0,0,0,0,0,94,75,166,50,26,123,160,3,4,12,3,5505,5506,5505,5506,5505,5506,5505,5506,5507,5972,5504,5507,5504,5504,5907,5504,5507,6182,6803,0,0,0,0,0,0,14,63,232,108,127,69,1,7,0,15,7,5076,5075,5075,5076,5075,5077,5075,5076,5076,6317,5074,5077,5074,5074,5074,6560,5077,6026,6506,0,0,0,0,0,0,33,65,48,116,235,0,1,4,18,13,5,5147,5146,5147,5148,5147,5149,5147,5148,5148,5919,5148,5149,5146,5146,5951,5146,5149,6649,6065,0,0,0,0,0,0,0
